seller,category,product_name,product_brand,normal_price,sale_price,discount,main_img,description,shipment_type,shipment_time,shipping_price
Fage,#유제품#우유#요거트,[Fage] 파예 플레이버 요거트 150g 3종 (택1),Fage,6400,5500,14,유제품4.jpg,"파예 그릭요거트는 요거트 본고장 그리스에서 만들어져요. 담백하고 고소하며 고유의 시큼한 맛이 살아 있어 그리스에서도 인정하는 본연의 풍미를 자랑하죠. 세계적으로 그릭요거트가 주목을 받게 된 계기는 가득 찬 영양 덕인데요. 신선한 우유에 유산균을 넣어 농축, 발효했기에 그릭요거트 속 단백질과 칼슘이 일반 우유보다 높답니다. 오로지 단 하나의 걱정은 유지방 역시 높은 비율로 농축된다는 점이지만, 파예는 그릭요거트 속 지방을 말끔히 걷어냈어요. 파예 무지방 그릭요거트는 지속적으로 인기몰이를 하는 중이죠.",일반 택배배송,2,1000
엠보그,#유제품#냉동#치즈,[엠보그] 냉동 브리 치즈 125g,엠보그,6900,5900,14,유제품5.jpg,"치즈와 휘핑크림으로 전세계에 명성이 자자한 글로벌 브랜드, 엠보그의 브리 치즈를 소개할게요. 우유처럼 고소하고 부드러운 풍미를 지니고 있어, 초심자도 부담 없이 즐길 수 있는 치즈예요. 냉동 제품이라 더욱 편하게 보관할 수 있답니다. ",일반 택배배송,2,1000
구르메,#유제품#치즈#슬라이스,[구르메] 에담 슬라이스 150g,구르메,5800,4900,15,유제품2.jpg,"네덜란드 북쪽의 항구 도시인 에담(Edam) 마을에서 유래된 에담 치즈는 네덜란드를 대표하는 치즈 중 하나인데요. 지금 소개하는 구르메의 에담 슬라이스는 4주 이상 숙성한 에담 치즈를 얇게 슬라이스한 제품이에요. 부드러운 풍미를 지녀 누구나 부담 없이 즐기기 좋답니다. 한 장씩 떼어내어 간식으로 드시거나 샐러드나 샌드위치 재료로 다양하게 활용해 보세요. 하몽, 올리브 등을 곁들여 와인 안주로 즐겨도 좋을 거예요.",일반 택배배송,2,1000
과일의 왕,#과일#성주#참외,성주 참외 꿀참외 1.5kg,성주,30000,24000,20,item1.png,"경북 성주는 풍부한 일조량, 물 빠짐이 좋은 미사질 토양을 지녀 참외를 재배하기에 최적의 조건을 갖춘 곳인데요. 참외가 참 신선하고 맛이 좋다 싶으면 역시나 성주에서 온 참외이곤 하지요. 과실이 통통하게 잘 여문 향긋한 성주 참외를 온 가족이 함께 즐길 수 있는 양으로 담아 준비했어요. 시원한 냉장고 혹은 찬물에 잠시 두었다가 꺼내 먹으면, 참외의 달콤한 향이 더욱 선명하게 느껴질 거예요. 아삭아삭한 식감, 함뿍 배어 나오는 달큰한 과즙을 그대로 음미해 보세요.",일반 택배배송,2,1000
빙그레,#유제품#치즈#피자#모짜렐라,[빙그레] 모짜렐라 피자치즈 2종(택1),빙그레,10900,10500,3,유제품11.jpg,"쭈욱 늘어나는 치즈의 퍼포먼스가 더해지면 음식이 한 층 화려해지죠. 빙그레는 자칫 어려워 보일 수 있는 치즈 요리를 보다 간단하게 만들어줄 모짜렐라 피자치즈를 준비했어요. 통 모짜렐라를 작게 분쇄해 담은 슈레드 치즈인데요. 그레이터 등의 특별한 도구 없이 솔솔 뿌리기만 하면 근사한 요리가 완성된답니다. 부담 없이 사용하기 좋은 양의 피자치즈와 합리적인 가격에 넉넉히 즐길 수 있는 대용량 피자치즈를 준비했으니, 취향에 따라 선택해 보세요. ",일반 택배배송,2,1000
청량한하루,#야채#마늘#국산#깐,[KF365] 깐마늘 200g,청량한하루,3000,2850,5,야채18.jpg,"알싸한 맛과 향으로 요리의 기본을 잡아주는 마늘. 각종 조리법에 빠지지 않고 들어가 깔끔한 맛을 완성해 주는 필수 재료인데요. 고기와 함께 그대로 구워내고 좋고, 오일이 들어가는 요리에 활용하면 느끼함을 금세 잡아주기도 하죠. 다채로운 활용도를 자랑하는 만큼, 잦은 손질이 필요한 마늘을 더욱 편리하게 만나보세요. 국내 농가에서 재배한 마늘의 껍질을 벗기고, 알차게 여문 알맹이만 골라 문 앞까지 전해드립니다. 손에 마늘향이 밸 염려 없이 무척 간편하게 사용할 수 있을 거예요..",일반 택배배송,2,1000
조인,#육류#유정#계란#구운,[조인] 동물복지 유정 구운란 20구,조인,13500,11800,12250,육류11.jpeg,"온 가족이 함께 먹을 수 있는 영양 간식을 찾고 계셨다면, 조인의 동물복지 유정 구운란을 만나보세요. 동물복지 인증을 받은 농장에서 건강하게 자란 닭이 낳은 달걀인데요. 달걀을 깨끗하게 세척한 뒤 알맞게 구워 완성했답니다. 갈색빛을 띄는 달걀을 한 입 베어물면 탱글탱글한 식감에 한번, 고소한 풍미에 두번 만족하게 될 거예요. 넉넉한 20구 상품으로 준비했으니, 든든하게 즐겨보세요.",일반 택배배송,2,1000
제주우유,#유제품#치즈#안주#브리,[프레지덩] 쁘띠 브리,제주우유,6300,5670,10,유제품8.jpg,치즈의 왕이라고도 불리는 브리치즈. 명성으로만 보면 치즈 특유의 쿰쿰함이 가득할 것 같지만 전혀 그렇지 않아요. 치즈 특유의 맛과 풍미가 은은하게 풍겨져 치즈 초보자 분들도 부담 없이 먹을 수 있지요. 프레지덩 쁘띠 브리는 보관까지 간편한 치즈예요. 캔에 통조림 형태로 담았기 때문에 오랫동안 보관할 수 있답니다. 캔을 열어주면 겉표면에 덮여있는 새하얀 곰팡이를 볼 수 있는데요. 생유에 렌넷과 발효균을 넣어 제대로 숙성됐다는 증거예요. 치즈 나이프를 이용해 조심스레 잘라주면 껍질의 탄탄한 감촉과 대비되는 촉촉하고 보드라운 내면을 볼 수 있어요. 프레지덩 쁘띠 브리로 간단하면서도 근사한 디저트 혹은 안주를 즐겨보세요.,일반 택배배송,2,1000
무르젤라,#유제품#치즈#부라타#냉장#이탈리아,[무르젤라] 이탈리아 부라타 120g (냉장),무르젤라,9600,9100,5,유제품9.jpg,"모짜렐라 치즈 주머니 속에 크림을 듬뿍 채워 만드는 부라타 치즈는 부드러운 맛도 좋지만 먹기 직전 준비하는 과정에서도 즐거움을 선사하죠.  무르젤라의 부라타 치즈는 속을 가르면 진한 크림이 몽글몽글한 상태로 자리하고 있답니다. 이탈리아 풀리아 지역에서 오랫동안 내려온 노하우를 바탕으로, 손으로 크림 필링을 채워 넣는 전통 방식을 지키고 있죠. 동글동글한 귀여운 모양에 우유의 고소한 맛이 진하게 느껴지는 무르젤라의 부라타는 올리브오일을 살짝 뿌려 드시거나 생과일을 넣은 샐러드와 함께 즐겨보세요. 과일향을 지닌 화이트 와인과도 잘 어울려요. ",일반 택배배송,2,1000
일드프랑스,#유제품#치즈#미니#브리,[일드프랑스] 미니 브리,일드프랑스,9400,8900,5,유제품10.jpg,"깊고 넓은 치즈의 세계 속에서 초보자들은 쉽게 길을 잃어요. 향이 강하다는 건 어떤 뜻인지, 부드럽다는 건 어느 정도를 말하는 것인지 알쏭달쏭하기만 하죠. 정통 치즈를 처음 접하시거나 아직 익숙하지 않으신 분들은 우선 브리에서부터 시작해보세요. 브리(brie)는 치즈의 왕이라는 별명으로 불리며 프랑스에서는 마지막으로 하나만 더 먹는다면 브리라는 말이 있을 정도로 사랑받는 치즈입니다. 멸균하지 않는 생우유로 만들기에 신선하고 고소한 향기가 나며, 상온에 두면 속이 크림처럼 변할 정도로 부드러워요. 다양한 브리 치즈 중 일드프랑스의 미니 브리를 소개할게요. 한 입 크기로 개별 포장되어 있으니 부담 없이 시도해보세요. 캠핑이나 피크닉에 가져가기에도 좋습니다.",일반 택배배송,2,1000
사층빵집,#빵#마카롱#달달,[사층빵집] 마카롱 10종 (택1),사층빵집,6500,6175,5,빵8.jpg,"눈길을 붙잡는 화려한 색, 쫀득한 꼬끄와 풍성하고 다채로운 맛의 필링. 모두 마카롱을 수식하는 표현이지요. 달콤한 행복을 선사하는 감성적인 과자이지만, 사실 마카롱은 어떤 음식보다도 정밀한 작업을 통해 탄생한답니다. 꼬끄를 만드는 날의 온도와 습도, 필링에 들어가는 재료에 따라 굽는 온도는 물론 건조 시간까지 달라져야 하거든요. 100% 핸드메이드 방식으로 만들어지는 사층빵집의 마카롱은 매일 달라지는 레시피로 항상 균일한 맛과 품질을 유지하기에 맛볼 가치가 충분하답니다. 벨기에산 초콜릿부터 마다가스카르산 바닐라빈, 프랑스산 생크림까지 좋은 품질의 원재료를 사용했기에 고급스러운 풍미를 느낄 수 있어요. 농밀하고 쌉쌀한 단맛의 마카롱부터 오레오와 얼그레이가 들어간 독특한 마카롱까지 총 10종을 준비했으니 취향에 따라 선택해보세요. ",일반 택배배송,2,1000
